hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
SinemaEndsDemocracy	1080844782	7142.80000	.35714	.00005	5	14	4	73477
SinemaEndsDemocracy	1080844782	7142.80000	.35714	.00005	5	14	4	73477
SinemaEndsDemocracy	1080844782	7142.80000	.35714	.00005	5	14	4	73477
ReformTheFilibuster	1080844782	7142.00000	.07142	.00001	1	14	1	73477
PRRRRRRVotingRightsNow	1080844782	7142.00000	.07142	.00001	1	14	1	73477
NOTbuyingITsinema	1080844782	7142.00000	.07142	.00001	1	14	1	73477
BodyLanguage	1094713876132872192	12500.00000	.25000	.00002	1	4	2	73477
pathetic	1094713876132872192	12500.00000	.25000	.00002	1	4	2	73477
GOJOE	1094713876132872192	25000.00000	.50000	.00002	2	4	2	73477
GOJOE	1094713876132872192	25000.00000	.50000	.00002	2	4	2	73477
pandemic	1094971056358637568	49.16867	.04081	.00083	2	49	61	73477
ZeroCovid	1094971056358637568	69.76923	.08163	.00117	4	49	86	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
Omicron	1094971056358637568	9.37519	.06122	.00653	3	49	480	73477
LongCovid	1094971056358637568	1.13839	.02040	.01792	1	49	1317	73477
UnsafeSchools	1094971056358637568	340.00000	.02040	.00006	1	49	5	73477
Omicron	1094971056358637568	9.37519	.06122	.00653	3	49	480	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
ZeroCOVID	1094971056358637568	17.43589	.02040	.00117	1	49	86	73477
Covid_19	1094971056358637568	44.35869	.04081	.00092	2	49	68	73477
NYTimes	1094971056358637568	443.65217	.10204	.00023	5	49	17	73477
ZeroCovid	1094971056358637568	69.76923	.08163	.00117	4	49	86	73477
ZeroCovid	1094971056358637568	69.76923	.08163	.00117	4	49	86	73477
herdimmunity	1094971056358637568	313.92307	.04081	.00013	2	49	10	73477
SARS_CoV_2	1094971056358637568	510.00000	.02040	.00004	1	49	3	73477
NYTimes	1094971056358637568	443.65217	.10204	.00023	5	49	17	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
NYTimes	1094971056358637568	443.65217	.10204	.00023	5	49	17	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
pandemic	1094971056358637568	49.16867	.04081	.00083	2	49	61	73477
Covid19	1094971056358637568	.77478	.02040	.02633	1	49	1935	73477
herdimmunity	1094971056358637568	313.92307	.04081	.00013	2	49	10	73477
MeToo	1094971056358637568	145.75000	.04081	.00028	2	49	21	73477
NoWarWithRussia	1094971056358637568	12.51533	.02040	.00163	1	49	120	73477
NoWar	1094971056358637568	29.56521	.02040	.00069	1	49	51	73477
Uyghurs	1094971056358637568	145.71428	.02040	.00014	1	49	11	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
Putin	1094971056358637568	3.52331	.02040	.00579	1	49	426	73477
imperialism	1094971056358637568		.02040		1	49		73477
Pandemic	1094971056358637568	24.57831	.02040	.00083	1	49	61	73477
Covid_19	1094971056358637568	44.35869	.04081	.00092	2	49	68	73477
MeToo	1094971056358637568	145.75000	.04081	.00028	2	49	21	73477
Ukraine	1094971056358637568	.49889	.02040	.04089	1	49	3005	73477
NATO	1094971056358637568	10.96774	.02040	.00186	1	49	137	73477
UkraineRussianWar	1094971056358637568	36.76576	.04081	.00111	2	49	82	73477
NoFlyZoneOverUkraine	1094971056358637568	81.60000	.02040	.00025	1	49	19	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
UkraineRussianWar	1094971056358637568	36.76576	.04081	.00111	2	49	82	73477
Omicron	1094971056358637568	9.37519	.06122	.00653	3	49	480	73477
UkraineWar	1094971056358637568	14.46808	.02040	.00141	1	49	104	73477
Mariupol	1094971056358637568	4.18032	.02040	.00488	1	49	359	73477
NYTimes	1094971056358637568	443.65217	.10204	.00023	5	49	17	73477
BA2	1094971056358637568	6.00000	.02040	.00340	1	49	250	73477
COVID19	1094971056358637568	6.97569	.18367	.02633	9	49	1935	73477
ZeroCovid	1094971056358637568	69.76923	.08163	.00117	4	49	86	73477
WarCriminal	1094971056358637568	408.00000	.02040	.00005	1	49	4	73477
NYTimes	1094971056358637568	443.65217	.10204	.00023	5	49	17	73477
เจ้าแก้มก้อน	1095523459877068800		.44444		4	9		73477
fluke_natouch	1095523459877068800	66.93373	.22222	.00332	2	9	244	73477
เจ้าแก้มก้อน	1095523459877068800		.44444		4	9		73477
fluke_natouch	1095523459877068800	66.93373	.22222	.00332	2	9	244	73477
เจ้าแก้มก้อน	1095523459877068800		.44444		4	9		73477
ไขมันของเจ้าแก้มก้อน	1095523459877068800		.22222		2	9		73477
UWMAseries	1095523459877068800	1234.55555	.11111	.00009	1	9	7	73477
เจ้าแก้มก้อน	1095523459877068800		.44444		4	9		73477
ไขมันของเจ้าแก้มก้อน	1095523459877068800		.22222		2	9		73477
COVID19	1096205507348623360	2.77895	.07317	.02633	3	41	1935	73477
VoteFordOut2022	1096205507348623360	55.43181	.07317	.00132	3	41	97	73477
VoteThemAllOut2022	1096205507348623360	36.67669	.04878	.00133	2	41	98	73477
NeverVoteConservative	1096205507348623360	23.60322	.07317	.00310	3	41	228	73477
FlutruxKlan	1096205507348623360	45.16666	.02439	.00054	1	41	40	73477
TinfoilOfTheMonth	1096205507348623360		.02439		1	41		73477
bcpoli	1096205507348623360	5.20042	.02439	.00469	1	41	345	73477
onpoli	1096205507348623360	28.03448	.09756	.00348	4	41	256	73477
VoteFordOut	1096205507348623360	14.26315	.04878	.00342	2	41	252	73477
cdnmedia	1096205507348623360	67.75000	.02439	.00036	1	41	27	73477
TorontoSun	1096205507348623360	2439.00000	.02439	.00001	1	41	1	73477
Ford	1096205507348623360	53.60439	.04878	.00091	2	41	67	73477
VoteFordOut	1096205507348623360	14.26315	.04878	.00342	2	41	252	73477
onpoli	1096205507348623360	28.03448	.09756	.00348	4	41	256	73477
CdnMediaFailed	1096205507348623360	97.56000	.02439	.00025	1	41	19	73477
ONMediaFailed	1096205507348623360	1219.50000	.02439	.00002	1	41	2	73477
DrEvil	1096205507348623360	243.90000	.02439	.00010	1	41	8	73477
COVID	1096205507348623360	3.98529	.02439	.00612	1	41	450	73477
COVID19	1096205507348623360	2.77895	.07317	.02633	3	41	1935	73477
CovidIsNotOver	1096205507348623360	19.82926	.04878	.00246	2	41	181	73477
WearAMask	1096205507348623360	35.86764	.04878	.00136	2	41	100	73477
VoteFordOut2022	1096205507348623360	55.43181	.07317	.00132	3	41	97	73477
VoteThemAllOut2022	1096205507348623360	36.67669	.04878	.00133	2	41	98	73477
NeverVoteConservative	1096205507348623360	23.60322	.07317	.00310	3	41	228	73477
onpoli	1096205507348623360	28.03448	.09756	.00348	4	41	256	73477
WearAMask	1096205507348623360	35.86764	.04878	.00136	2	41	100	73477
MaskUp	1096205507348623360	11.50471	.02439	.00212	1	41	156	73477
Ontario	1096205507348623360	9.60236	.02439	.00254	1	41	187	73477
MarchBreak	1096205507348623360	128.36842	.02439	.00019	1	41	14	73477
travel	1096205507348623360	243.90000	.02439	.00010	1	41	8	73477
CovidIsNotOver	1096205507348623360	19.82926	.04878	.00246	2	41	181	73477
HateRally	1096205507348623360	174.21428	.02439	.00014	1	41	11	73477
ResignFord	1096205507348623360	1219.50000	.02439	.00002	1	41	2	73477
Ford	1096205507348623360	53.60439	.04878	.00091	2	41	67	73477
FordFailedOntario	1096205507348623360	31.67532	.02439	.00077	1	41	57	73477
fordfailedthepeople	1096205507348623360	42.05172	.02439	.00058	1	41	43	73477
VoteFordOut2022	1096205507348623360	55.43181	.07317	.00132	3	41	97	73477
NeverVoteConservative	1096205507348623360	23.60322	.07317	.00310	3	41	228	73477
onpoli	1096205507348623360	28.03448	.09756	.00348	4	41	256	73477
Ottawa	1096205507348623360	6.57412	.02439	.00371	1	41	273	73477
COVID19	1096205507348623360	2.77895	.07317	.02633	3	41	1935	73477
WeTVxOhmFluke	1098819491780153345	490.17647	.08333	.00017	1	12	13	73477
609BedTimeStory	1098819491780153345	416.65000	.08333	.00020	1	12	15	73477
เจ้าแก้มก้อน	1098819491780153345		.41666		5	12		73477
fluke_natouch	1098819491780153345	25.09939	.08333	.00332	1	12	244	73477
เจ้าแก้มก้อน	1098819491780153345		.41666		5	12		73477
เจ้าแก้มก้อน	1098819491780153345		.41666		5	12		73477
Fluke_Natouch	1098819491780153345	50.19879	.16666	.00332	2	12	244	73477
เจ้าแก้มก้อน	1098819491780153345		.41666		5	12		73477
Fluke_Natouch	1098819491780153345	50.19879	.16666	.00332	2	12	244	73477
LoveAt9Q22	1098819491780153345	8333.00000	.08333	.00001	1	12	1	73477
เจ้าแก้มก้อน	1098819491780153345		.41666		5	12		73477
ห้อง609Q10	1098819491780153345		.08333		1	12		73477
REDSHEILDS	1104524508709441536	3333.30000	.33333	.00010	3	9	8	73477
commonlaw	1104524508709441536	3703.66666	.33333	.00009	3	9	7	73477
UCC	1104524508709441536	444.44000	.11111	.00025	1	9	19	73477
REDSHEILDS	1104524508709441536	3333.30000	.33333	.00010	3	9	8	73477
ENGINEERED	1104524508709441536	11111.00000	.11111	.00001	1	9	1	73477
commonlaw	1104524508709441536	3703.66666	.33333	.00009	3	9	7	73477
ucc	1104524508709441536	444.44000	.11111	.00025	1	9	19	73477
REDSHEILDS	1104524508709441536	3333.30000	.33333	.00010	3	9	8	73477
commonlaw	1104524508709441536	3703.66666	.33333	.00009	3	9	7	73477
LeMMMMMMRip	1108565574	420.11764	.07142	.00017	2	28	13	73477
auspol	1108565574	20.52490	.10714	.00522	3	28	384	73477
AlboForPM	1108565574	62.10434	.07142	.00115	2	28	85	73477
abc730	1108565574	93.97368	.03571	.00038	1	28	28	73477
